Username,Date,Content,Likes,Retweets
"The Politicians Post
@PoliticiansPost","7:43 AM · Jul 11, 2020",2020 Singapore General Election,0,0
"Angel BURUAGA
@AngelBuruaga","7:31 AM · Jul 11, 2020",2020 Singapore General Election - United States Department of State,0,0
"IBTimes SG
@IBTimesSG","11:57 PM · Jul 10, 2020","Singapore Sees Over 96% Turnout in General Election 2020 Despite Coronavirus Pandemic

#SingaporeElection #Singapore",0,0
"PaulynMidore Ng
@PaulynMidore","11:49 PM · Jul 10, 2020","Had a hearty rice rice at East Coast Park, after Singapore General Election 2020 voting. Yum! https://instagram.com/p/CCd5icNHaHF/?igshid=1u2tp2fov5xby…",0,0
"Steve Ng
@steveng168","11:26 PM · Jul 10, 2020","Today is an important date in #Singapore's history, marking the 2020 General Election.

Waiting for sample count results to be released for each electoral division.

Majulah Singapura!

#GE2020 #SGunited",0,0
"Jacky
@Cloverstar81","10:56 PM · Jul 10, 2020",My Thoughts on #singaporeelections #SingaporeVotes #GE2020  Singapore General Election 2020  https://mysingapore65.blogspot.com/2020/07/my-thoughts-on-singapore-general.html…,0,0
"Jacky
@Cloverstar81","10:38 PM · Jul 10, 2020",#SingaporeElection #SingaporeVotes #GE2020  Singapore General Election Day 2020 https://mysingapore65.blogspot.com/2020/07/singapore-general-election-day-2020.html…,0,1
"ONEWORLD1PEACE
@oneworld1peace","9:42 PM · Jul 10, 2020","OW1P Singapore GE2020

As the OW1P headquarters is proudly based in Singapore, we wish all of Singapore a great success in the 2020 General Election and a healthy one as people go out to vote today exercising their… https://instagram.com/p/CCdrGThqhvm/?igshid=1xr2fv2s9uwmt…",0,10 s
"Jacky
@Cloverstar81","9:16 PM · Jul 10, 2020",#SingaporeElection Singapore General Election Day 2020 https://mysingapore65.blogspot.com/2020/07/singapore-general-election-day-2020.html…,0,0
"Ericssen
@EricssenWen","8:17 PM · Jul 10, 2020","I spoke with WION this afternoon about the ongoing 2020 Singapore General Election (starting from 2:16)

#GE2020 #SGElection #SingaporeVotes #SingaporeElection",0,1
"Food Factory SG
@factory_sg","6:45 PM · Jul 10, 2020","SINGAPORE GENERAL ELECTION 2020
POLLING DAY 
Have an early dinner and await the election results on who shall form the government for the next 5 years! 
.
.
#ge2020 #sgfoodie #sgeats #food #picoftheday… https://instagram.com/p/CCdW0KrFC4p/?igshid=1mj6ydhvftvra…",0,0
"Jacky
@Cloverstar81","6:33 PM · Jul 10, 2020",#Singapore General Election Day 2020 https://mysingapore65.blogspot.com/2020/07/singapore-general-election-day-2020.html…,0,0
"Rubyyeeeee
@September04Ruby","4:53 PM · Jul 10, 2020",To commemorate this special polling day 2020 Singapore general election amid COVID-19 pandemic,0,1
"Pan Pacific Agency
@agency_pan","3:43 PM · Jul 10, 2020",31 per cent of voters have cast votes in Singapore general election 2020 by noon https://ift.tt/321JjMd #Asia #America #Oceania #news #analytics #panpacificagency,0,0
"SG STOCKS INVESTING
@Sgshortstories","8:29 AM · Jul 10, 2020",SINGAPORE POLLING DAY (GENERAL ELECTION 2020) http://dlvr.it/RbJktD,0,0
"Jee_Leong_Koh
@Jee_Leong_Koh","7:25 AM · Jul 10, 2020","Voted today in Singapore's 2020 General Election. Did you? Here for a more democratic, equitable, and compassionate country. Please exercise your vote.

#sgelections #sgelection #nyc #singaporepolitics #sgman… https://instagram.com/p/CCcI_3hhinx/?igshid=1d7i7p965hig…",0,0
"Don Low
@donartdesign","11:07 AM · Jul 6, 2020","General Election 2020 Singapore. \\ On nomination day, it was all smiles and sincerity. Politicians bowed their heads to the people and pledged their allegiance and loyalty to their constituencies, and repeatedly reminded how they have listened and helped.",0,0
"ANFREL
@Anfrel","9:01 AM · Jul 6, 2020",".
@Anfrel
 thanks everyone who participated in our webinar on the 2020 #Singapore General #Election, yesterday, especially to our panelists PJ Thum of 
@NewNaratif
 and Braema Mathi of 
@maruahsg
.

Did you miss the webinar? Watch the discussion here:",0,0
"in~Christ
@in_Christ_999","2:18 AM · Jul 6, 2020","Daaaaarling ^_____________^ ,

it's < General Election 2020 > in SINGAPORE , this Upcoming Friday ... Dated* 10 July 2020 .

i feel Saaaafe* ^p^ in Singapore , with < PAP Team > Continuing* as d Ruling* Political Party in SG ... as my Projected* Viewpoint . ^O^

~ LOVEEEE . ^L^ ~",0,0
"Newton (E)
@SGNewtonEnglish","7:56 PM · Jul 5, 2020","Singapore elections 2020

Seven parties contest for the first time.

I get to vote in the general election for the first time, as this is the first time in so many years that my constituency has a contest.",2,4 s
"Helang Books
@helangbooks","2:58 PM · Jul 5, 2020","General Election (GE) 2020 Fever

'We Sayang Singapore' Quiz 2:

Recently, Singapore's indigenous people were introduced to a group of 'Role Models'. Do you consider those personalities as role models for the Malay… https://instagram.com/p/CCQE4JOBiRC/?igshid=erzt28ri5gfx…",0,0
"Hidayah Cullen
@redfleece","2:56 PM · Jul 5, 2020","General Election (GE) 2020 Fever

'We Sayang Singapore' Quiz 2:

Recently, Singapore's indigenous people were introduced to a group of 'Role Models'. Do you consider those personalities as role models for the Malay… https://instagram.com/p/CCQElObB0G6/?igshid=2v95v363evhu…",0,0
"belissimaxoxo
@belissimaxoxo","10:36 AM · Jul 5, 2020","SINGAPORE: Prime Minister Lee Hsien Loong said on Tuesday (Jun 23) he has called General Election 2020 to ""clear the decks"" for a fresh mandate for the Government.
Mr Lee said he has advised President Halimah Yacob to dissolve Parliament and issue the Writ of Election. So . . .",0,0
"belissimaxoxo
@belissimaxoxo","10:35 AM · Jul 5, 2020","SINGAPORE: Prime Minister Lee Hsien Loong said on Tuesday (Jun 23) he has called General Election 2020 to ""clear the decks"" for a fresh mandate for the Government.
Mr Lee said he has advised President Halimah Yacob to dissolve Parliament and issue the Writ of Election. So . . .",0,1
"Jacky
@Cloverstar81","9:48 AM · Jul 5, 2020",My Thoughts on #Singapore General Election 2020  https://mysingapore65.blogspot.com/2020/07/my-thoughts-on-singapore-general.html…,0,0
"Jacky
@Cloverstar81","4:52 PM · Jul 3, 2020",My Thoughts on Singapore General Election #2020  https://mysingapore65.blogspot.com/2020/07/my-thoughts-on-singapore-general.html…  #singaporevotes,0,0
"Jacky
@Cloverstar81","4:51 PM · Jul 3, 2020",My Thoughts on #singaporevotes Singapore General Election 2020  https://mysingapore65.blogspot.com/2020/07/my-thoughts-on-singapore-general.html…,0,0
"ANFREL
@Anfrel","2:01 PM · Jul 3, 2020","@Anfrel
 is hosting a webinar via Zoom this Sunday, 5 July 2020 at 2 p.m. (SG Time)/1 p.m. (BKK Time) on challenges electoral stakeholders face in the #Singapore General #Election. #GE2020",2,2 s
"𝙖𝙨𝙝₁₂₃₁☆彡 EXTREMELY IA
@LVSTMINS","12:56 PM · Jul 3, 2020","+for the East Coast.” This means that there is a plan for the East Coast which means that the government CARES for the people. 
 Singapore will then trust the government and continue to vote for the P*P during the General Election 2020. ",0,1
"Jacky
@Cloverstar81","10:12 AM · Jul 3, 2020",My Thoughts on #SingaporeElection Singapore General Election #2020  https://mysingapore65.blogspot.com/2020/07/my-thoughts-on-singapore-general.html…,0,0
"Jacky
@Cloverstar81","11:01 PM · Jul 2, 2020",My Thoughts on #SingaporeElection Singapore General Election 2020  https://mysingapore65.blogspot.com/2020/07/my-thoughts-on-singapore-general.html…,0,0
"ISOC Singapore
@ISOCSingapore","8:17 PM · Jul 2, 2020",How can Singaporeans stay legally safe during the #election period? Watch our video Navigating New Election Laws (Singapore General Election 2020)  https://youtu.be/-Qc3Fs-05XQ #socialmedia #POFMA #SingaporeElection #singaporeelections #singaporevotes #singaporeGE2020,0,3 s
"Jacky
@Cloverstar81","8:04 PM · Jul 2, 2020",My Thoughts on Singapore General Election 2020  #singaporeGE2020 #SingaporeElection #singaporevotes   https://mysingapore65.blogspot.com/2020/07/my-thoughts-on-singapore-general.html…,0,0
"SingaporeHCLondon
@SHCLon","5:04 PM · Jul 2, 2020"," Singapore General Election 2020 
The overseas polling will be conducted on Thursday, 9 July 2020 from 8.00 am, and ending at 8.00 pm sharp (London Time) at the Singapore High Commission. Our website has been updated with more info and resources ",0,1
"Izrael Muhamad
@izraelmuhd","4:04 PM · Jul 2, 2020",I love the fact that millennials are being involved in Singapore General Election 2020 by doing fan cams and stanning candidates. This is how our generation shows our support #GE2020,0,0
"ANFREL
@Anfrel","12:01 PM · Jul 2, 2020","""#COVID19 patients and those in quarantine will not be able to vote in the 2020 General #Election, but there will be a special voting hour for Singaporeans serving stay-home notices, the Elections Department (ELD) said on Wednesday (Jul 1)."" #Singapore",0,0
"Ericssen
@EricssenWen","6:15 PM · Jul 1, 2020","Xie Yao Quan (PAP - Jurong GRC) - The hottest candidate in the Singapore General Election 2020

#GE2020 #SGElection",0,2 s
"Seth Lui
@SethLui","7:56 PM · Jun 30, 2020","Riding on the Singapore's General Election 2020 high, we present you our 10 recommended food places around the hotly contested and newly formed Sengkang GRC!

Follow us:
Instagram: https://ift.tt/1KYj3AK
FB group: Food Appreciation & Events Club Singap… https://ift.tt/3gcJKak",0,0
"Jacky
@Cloverstar81","7:53 PM · Jun 30, 2020",#Singapore General Election 2020- Where is Your Polling Station? #SingaporeElection #SingaporeVotes  https://mysingapore65.blogspot.com/2020/06/singapore-general-election-2020-where.html…,0,0
"SGXcafe
@SGXcafe","1:37 PM · Jun 30, 2020",New #Blog Post - 5 “Election-Proof” Stocks to Consider for Singapore General Election 2020 and Beyond - https://stocks.cafe/s/okkpel1s,0,0
"infinity10
@infinity10","1:03 PM · Jun 30, 2020",Singapore General Election 2020,0,0
"TheFinance.sg
@TheFinance_sg","1:03 PM · Jun 30, 2020",5 “Election-Proof” Stocks to Consider for Singapore General Election 2020 and Beyond http://dlvr.it/RZdYDr,0,0
"Michael Lew
@michaellew228","4:56 PM · Jun 29, 2020",Singapore General Election 2020,0,0
"TheFinance.sg
@TheFinance_sg","10:55 PM · Jun 28, 2020",Singapore General Election 2020 Amid Covid-19 ? http://dlvr.it/RZXH3Y,0,0
"IBTimes SG
@IBTimesSG","10:05 PM · Jun 28, 2020","Singapore General Election 2020: Facebook Removes 'Fabrications About PAP' Admin Accounts

#SingaporeElection #SocialMedia",0,0
"PartyforumSEAsia
@PartyforumSEA","4:35 PM · Jun 28, 2020",The Upcoming General Election 2020 in Singapore,0,0
"Jacky
@Cloverstar81","3:32 PM · Jun 28, 2020",#SingaporeElection Singapore General Election Polling Day on 10 July 2020 https://mysingapore65.blogspot.com/2020/06/singapore-general-election-polling-day.html…,0,0
"Malay Mail
@malaymail","1:00 PM · Jun 28, 2020",Singapore 2020 General Election: Lee vs Lee | Malay Mail,2,0
"ANFREL
@Anfrel","1:01 PM · Jun 26, 2020",The High Court will hear on 29 June 2020 a constitutional challenge against holding a general election under the current circumstances by human rights lawyer M. Ravi on behalf of Daniel De Costa. #Singapore #Election #GE2020,0,0
"Aiman Hakimi
@_aimanhakimii","8:00 PM · Jun 25, 2020","Singapore's General Election

Nomination day: 30th June 2020
Voting day: 10th July 2020",2,4 s
"M7Admit
@m7admit","2:59 PM · Jun 25, 2020",Rumours of who will be contesting in Singapore's 2020 General Election have been floating around ever since the new electoral boundaries were announced. Anyone who does a walkabout with a minister these days will get an article #businessschool https://goodyfeed.com/second-group-pap-candidates/…,0,0
"bumblingtechnocrat
@bumblngtechncrt","11:34 PM · Jun 24, 2020",Singapore General Election 2020,0,0
"GovJobsNow.In
@GovjobsnowI","5:45 PM · Jun 24, 2020","President Halimah Yacob dissolves Parliament, 2020 Singapore General Election will be held on 10th July https://govjobsnow.in/president-halimah-yacob-dissolves-parliament-2020-singapore-general-election-will-be-held-on-10th-july/…",0,0
"Immigration@SG (IASG)
@IasgWeb","4:56 PM · Jun 24, 2020","Commentary - Impact of General Election 2020 on inbound Singapore Immigration
https://hubs.ly/H0rRrJC0",0,0
"GK Today
@gktoday","4:55 PM · Jun 24, 2020","President Halimah Yacob dissolves Parliament, 2020 Singapore General Election will be held on 10th July https://ift.tt/2VeO7K1",3,6 s
"Employment Info
@employmentin","4:30 PM · Jun 24, 2020","New post: President Halimah Yacob dissolves Parliament, 2020 Singapore General Election will be held on 10th July",0,0
"Materials Adda
@AddaMaterials","4:01 PM · Jun 24, 2020","President Halimah Yacob dissolves Parliament, 2020 Singapore General Election will be held on 10th July https://materialsadda.com/president-halimah-yacob-dissolves-parliament-2020-singapore-general-election-will-be-held-on-10th-july/…",0,0
"Naresh Kumar Sagar
@Nksagar","1:38 PM · Jun 24, 2020","Singapore  Election 2020 

PM Lee announces GE 2020 Singapore General Election 2020: Battle of the Family Lee, his two sons squaring off in ensuing election.

https://sagarmediainc.com/2020/06/24/singapore-election-2020/…",0,0
"Ericssen
@EricssenWen","12:18 PM · Jun 24, 2020","Singapore General Election 2020: Battle of the FamiLee

#GE2020 #Singapore #Election",6,2 s
"Laremie Tan
@Chinesepop","7:31 PM · Jun 23, 2020",Singapore General Election 2020: Singaporeans will go to the polls on July 10,0,0
"Derick Yam
@derickyam","7:06 PM · Jun 23, 2020","Singapore polling date: 10 July 2020
Time stamp: 4mins40sec
PM Lee Hsien Loong calls for general election

#singapore
#Election2020",0,0
"Toa Bui Soh
@toabuisoh","6:36 PM · Jun 23, 2020",Singapore General Election 2020: Singaporeans will go to the polls on July 10,0,0
"Manishankar I مانيشانكار
@change_thinker","5:35 PM · Jun 23, 2020","Singapore General Election 2020: Singaporeans will go to the polls on July 10, Politics News & Top Stories - The Straits Times",0,0
"Stairway2Tland GdbyeKhaosanRd
@StairwaytoThai","5:26 PM · Jun 23, 2020","SINGAPORE: The Elections Department (ELD) on Tuesday (Jun 23) said President Halimah Yacob has issued the Writ of Election for the 2020 General Election, with Polling Day to fall on Jul 10.",0,0
"edward ion
@HelixEdward","5:19 PM · Jun 23, 2020",Singapore General Election 2020: Singaporeans will go to the polls on July 10,0,0
"Lee Qiu Wei
@Leeqiuwei","5:15 PM · Jun 23, 2020",Our Singapore General Election Polling Day is on Friday 10th July 2020 as it will be Public Holiday! Voting is SECRET & COMPULSORY! #GE2020 #Pollingday https://instagram.com/p/CBxa88qnhNa/?igshid=d1bzxcnngr34…,0,1
"Ericssen
@EricssenWen","5:00 PM · Jun 23, 2020","Singapore General Election 2020
Nomination Day on June 30
Polling Day on July 10 

#GE2020 #Singapore #Election #Covid19 #Covid19Singapore",0,0
,,,,
,,,,
