Username,Date,Content,Likes,Retweets
"Kira Faradisation
@faradisation","12:31 PM · Jun 26, 2020",Oh oh. More tea... #GE2020 #SGGE2020,0.0,0
"Kira Faradisation
@faradisation","12:25 PM · Jun 26, 2020","They say, in order to be a politician, you gotta prep urself frm day 1 of ur life (or even bef tt), keep your record pristine, never step on anyone’s toes, always say the correct stuff..

This guy, Ivan Lim Shaw Chuan, is certainly not. #GE2020 #SGGE2020",0.0,6 s
"Haseenah Koyakutty
@HaseenahKoya","5:38 PM · Jun 25, 2020","#Singapore: With Mr. Goh’s exit from politics, LHL is more isolated than ever. That’s the way the cookie crumbles. #SGGE2020",0.0,2 s
"Yahoo Singapore
@YahooSG","3:14 PM · Jun 24, 2020","#SGGE2020: For the latest #SGElection news and happenings, head to http://yhoo.it/SGGE2020 #GE2020",0.0,7 s
"Kelvin T
@cheanliang","4:47 AM · Jun 24, 2020","Of course lah, the house always wins. #SGGE2020 #GE2020SG",0.0,1
"Rick Neoh
@Rickneoh","10:15 PM · Jun 23, 2020",President Halimah Yacob dissolves Parliament on the advice of PM Lee Hsien Loong and issue the Writ of Election. Nomination Day on 30 June 2020. Polling Day will be on 10 July. The long-awaited but expected news finally official. #SGGE2020 #PMO #SGGoesToVoteOn10July2020,0.0,0
"Yahoo Singapore
@YahooSG","10:06 PM · Jun 23, 2020","#SGGE2020: For the latest #sgelection news and happenings, head to https://yhoo.it/2AUCC3u",0.0,1
"Ariff Eye Ahmad ®
@KartunisGandum","7:02 PM · Jun 23, 2020",Berikut adalah urutan tarikh penting yang anda perlu tahu bagi Pilihan Raya Umum Singapura 2020 #SingaporeGE2020 #SGGE2020,3.0,3 s
"Kira Faradisation
@faradisation","7:02 PM · Jun 23, 2020","Spoiling your #vote
 is as good as voting for the incumbent/ruling one in one-on-one first-past-the-post contest in an election

And tt’s as good as giving a 
 to coattail riding candidates like.. *cough cough* in our #GRC system

#FPTP #VotingReform #Singapore #GE2020 #SGGE2020",2.0,0
"Yahoo Singapore
@YahooSG","6:03 PM · Jun 23, 2020","#SGGE2020: Worker's Party unveils 12 presumed candidates, including Nicole Seah but no Low https://sg.news.yahoo.com/ge-2020-workers-party-unveils-12-presumed-candidates-including-nicole-seah-but-no-low-094817803.html…

(VIDEO: WP)",5.0,15 s
"Yahoo Singapore
@YahooSG","4:53 PM · Jun 23, 2020","BREAKING: #SGGE2020's Polling Day is on 10 July. FULL STORY: http://bit.ly/37Xj9vg

(SOURCE: ELD)",12.0,4 s
"Yahoo Singapore
@YahooSG","4:39 PM · Jun 23, 2020","#SGGE2020: Nomination Day on Tuesday, 30 June https://sg.news.yahoo.com/ge-2020-nomination-day-on-tuesday-30-june-083033482.html…",2.0,0
"Yahoo Singapore
@YahooSG","4:26 PM · Jun 23, 2020","UPDATE: Nomination Day, Polling Day of the #SGGE2020 to be within 3 months after 23 June, according to e-gazette https://sg.news.yahoo.com/ge-2020-singapore-parliament-dissolved-paving-way-for-general-election-081602263.html…",13.0,2 s
"Kira Faradisation
@faradisation","4:20 PM · Jun 23, 2020","Lai liao lai liao #GE2020 #SGGE2020

(I heard something but I cannot say... 
Apparently related to the base of our numerical system coupled with the fourth prime number 
)",0.0,1
"Kira Faradisation
@faradisation","12:01 PM · Jun 20, 2020"," plausible?? #GE2020 #SGGE2020 #Singapore #Phase2 #Coronapocalypse

https://twitter.com/todayonline/status/1273983765887414272?s=21…",0.0,2 s
"联合早报 Lianhe Zaobao
@zaobaosg","4:54 PM · Jun 11, 2020","一场前所未有的“#疫情大选”即将在 #新加坡 上演。本届政府任期已接近尾声，下届 #大选 最迟须在明年4月14日举行。

根据 #选区划分 委员会的报告，选区将从原有的29个增至31个，即14个单选区和17个集选区。欲了解各选区的变化，请点击
链接。

#新加坡大选2020 #SGGE2020",2.0,6 s
"Sasin
@sasinthiran92","5:04 PM · Jun 9, 2020","'an accounting and fault-finding at this stage is a distraction from what needs to be done'

When and how would the government be accountable to the people, if not at the polls? So are they asking for a 'free pass' for the next 5-10 years?

#SGGE2020",0.0,0
